segment_id,celex,node_id,tipo,identificatore,llm_status,evidence,provisions_raw,lamf_L1,lamf_L2,lamf_L3,lamf_L4,entropy,dominant_lamf,articolo_id
32023R1441__6_p4,32023R1441,32023R1441,articolo,6_p4,ok,"[{""testo"": ""3. After notification, the notifying parties shall communicate to the Commission without delay any relevant information, including material changes in the facts, which the notifying parties would h..."", ""layer"": ""L2"", ""motivo"": ""Specifies procedural requirement to communicate relevant information after notification""}]","[{""start"": 1, ""end"": 99, ""label"": ""level_2"", ""reason"": ""Specifies procedural requirement to communicate relevant information after notification""}]",0.0,100.0,0.0,0.0,0.0,L2,6_p4
32023R1441__6_p2,32023R1441,32023R1441,articolo,6_p2,ok,"[{""testo"": ""1. Pursuant to Article 24(1) of Regulation (EU) 2022/2560, the effective date of a notification shall be the date on which the Commission receives a complete notification."", ""layer"": ""L1"", ""motivo"": ""Defines the effective date concept for notification receipt""}]","[{""start"": 1, ""end"": 27, ""label"": ""level_1"", ""reason"": ""Defines the effective date concept for notification receipt""}]",100.0,0.0,0.0,0.0,0.0,L1,6_p2
32023R1441__6_p3,32023R1441,32023R1441,articolo,6_p3,ok,"[{""testo"": ""2. Where the Commission finds that the information, including documents, contained in the notification is incomplete, the Commission"", ""layer"": ""L4"", ""motivo"": ""Commission informs parties of incomplete notification to ensure compliance""}, {""testo"": ""shall inform the notifying parties or their authorised external representatives in writing without delay. In such cases, the notification shall become effective on the date on which the complete in..."", ""layer"": ""L2"", ""motivo"": ""Defines when notification becomes effective upon receipt of complete information""}]","[{""start"": 1, ""end"": 18, ""label"": ""level_4"", ""reason"": ""Commission informs parties of incomplete notification to ensure compliance""}, {""start"": 19, ""end"": 51, ""label"": ""level_2"", ""reason"": ""Defines when notification becomes effective upon receipt of complete information""}]",0.0,64.71,0.0,35.29,0.4683156830423523,L2,6_p3
32023R1441__6_p5,32023R1441,32023R1441,articolo,6_p5,ok,"[{""testo"": ""4. For the purposes of this Article, the provision of incorrect or misleading information shall be considered as rendering the notification incomplete."", ""layer"": ""L2"", ""motivo"": ""Specifies operational rule on effect of incorrect or misleading information""}]","[{""start"": 1, ""end"": 22, ""label"": ""level_2"", ""reason"": ""Specifies operational rule on effect of incorrect or misleading information""}]",0.0,100.0,0.0,0.0,0.0,L2,6_p5
32023R1441__7_p1,32023R1441,32023R1441,articolo,7_p1,ok,"[{""testo"": ""Article 7 Effective date of notifications and declarations of foreign financial contributions in the context of public procurement procedures"", ""layer"": ""L2"", ""motivo"": ""Specifies detailed procedural rules and conditions for notification effectiveness""}]","[{""start"": 1, ""end"": 109, ""label"": ""level_2"", ""reason"": ""Specifies detailed procedural rules and conditions for notification effectiveness""}]",0.0,100.0,0.0,0.0,0.0,L2,7_p1
32023R1441__7_p3,32023R1441,32023R1441,articolo,7_p3,ok,"[{""testo"": ""2. Where the relevant contracting authority or contracting entity exercises its rights pursuant to Article 56(3) of Directive 2014/24/EU or Article 76(4) of Directive 2014/25/EU of the European Par..."", ""layer"": ""L2"", ""motivo"": ""Specifies procedural conditions for notification effectiveness and rejection""}]","[{""start"": 1, ""end"": 98, ""label"": ""level_2"", ""reason"": ""Specifies procedural conditions for notification effectiveness and rejection""}]",0.0,100.0,0.0,0.0,0.0,L2,7_p3
32023R1441__7_p2,32023R1441,32023R1441,articolo,7_p2,ok,"[{""testo"": ""1. In open public procurement procedures within the meaning of Article 27 of Directive 2014/24/EU of the European Parliament and of the Council ( 2 ) , notifications and declarations shall become e..."", ""layer"": ""L2"", ""motivo"": ""Specifies when notifications and declarations become effective, procedural detail""}, {""testo"": ""However, where the Commission finds that the information, including documents, contained in the received notification or declaration is incomplete, the Commission shall inform the notifying parties..."", ""layer"": ""L2"", ""motivo"": ""Details procedure for incomplete information and notification effectiveness""}]","[{""start"": 1, ""end"": 109, ""label"": ""level_2"", ""reason"": ""Specifies when notifications and declarations become effective, procedural detail""}, {""start"": 110, ""end"": 173, ""label"": ""level_2"", ""reason"": ""Details procedure for incomplete information and notification effectiveness""}]",0.0,100.0,0.0,0.0,0.0,L2,7_p2
32023R1441__7_p5,32023R1441,32023R1441,articolo,7_p5,ok,"[{""testo"": ""4. For the purposes of this Article, and without prejudice to Articles 17, 29 and 33 of Regulation (EU) 2022/2560, the provision of incorrect or misleading information shall be considered as render..."", ""layer"": ""L2"", ""motivo"": ""Specifies operational rule on effect of incorrect or misleading information""}]","[{""start"": 1, ""end"": 35, ""label"": ""level_2"", ""reason"": ""Specifies operational rule on effect of incorrect or misleading information""}]",0.0,100.0,0.0,0.0,0.0,L2,7_p5
32023R1441__7_p4,32023R1441,32023R1441,articolo,7_p4,ok,"[{""testo"": ""3. After the submission of a notification, declaration, updated notification or updated declaration, the notifying parties shall communicate to the Commission without delay any relevant new informa..."", ""layer"": ""L2"", ""motivo"": ""Specifies obligation to communicate new relevant information after submission""}, {""testo"": ""Where that information could have a significant effect on the Commission’s assessment, the Commission may consider the notification, declaration, updated notification or updated declaration to beco..."", ""layer"": ""L2"", ""motivo"": ""Details Commission's consideration of new information and notification of effectiveness date""}]","[{""start"": 1, ""end"": 70, ""label"": ""level_2"", ""reason"": ""Specifies obligation to communicate new relevant information after submission""}, {""start"": 71, ""end"": 148, ""label"": ""level_2"", ""reason"": ""Details Commission's consideration of new information and notification of effectiveness date""}]",0.0,100.0,0.0,0.0,0.0,L2,7_p4
32023R1441__8_p1,32023R1441,32023R1441,articolo,8_p1,ok,"[{""testo"": ""Article 8 Time limit for submission of comments following an opening of an in-depth investigation"", ""layer"": ""L2"", ""motivo"": ""Specifies time limits and procedural details for submitting comments""}]","[{""start"": 1, ""end"": 35, ""label"": ""level_2"", ""reason"": ""Specifies time limits and procedural details for submitting comments""}]",0.0,100.0,0.0,0.0,0.0,L2,8_p1
32023R1441__8_p2,32023R1441,32023R1441,articolo,8_p2,ok,"[{""testo"": ""1. When the Commission opens an in-depth investigation pursuant to Article 10(3) of Regulation (EU) 2022/2560, the time limit within which the undertaking under investigation, any other natural or ..."", ""layer"": ""L2"", ""motivo"": ""Specifies time limits and procedural rules for submitting comments""}]","[{""start"": 1, ""end"": 102, ""label"": ""level_2"", ""reason"": ""Specifies time limits and procedural rules for submitting comments""}]",0.0,100.0,0.0,0.0,0.0,L2,8_p2
32023R1441__8_p3,32023R1441,32023R1441,articolo,8_p3,ok,"[{""testo"": ""2. In duly justified cases, the Commission may extend the limit set"", ""layer"": ""L2"", ""motivo"": ""Specifies procedural rule for extending time limits""}]","[{""start"": 1, ""end"": 12, ""label"": ""level_2"", ""reason"": ""Specifies procedural rule for extending time limits""}]",0.0,100.0,0.0,0.0,0.0,L2,8_p3
32023R1441__8_p4,32023R1441,32023R1441,articolo,8_p4,ok,"[{""testo"": ""3. Where the submission includes confidential information, the submitting person shall provide a non-confidential version of the submission at the same time as the confidential version."", ""layer"": ""L2"", ""motivo"": ""Specifies procedural requirement to provide non-confidential version with confidential submission""}]","[{""start"": 1, ""end"": 26, ""label"": ""level_2"", ""reason"": ""Specifies procedural requirement to provide non-confidential version with confidential submission""}]",0.0,100.0,0.0,0.0,0.0,L2,8_p4
32023R1441__10_p2,32023R1441,32023R1441,articolo,10_p2,ok,"[{""testo"": ""1. Where officials or other accompanying persons authorised by the Commission ask authorised external representatives or members of"", ""layer"": ""L2"", ""motivo"": ""Specifies procedural detail for requesting explanations during inspections""}]","[{""start"": 1, ""end"": 18, ""label"": ""level_2"", ""reason"": ""Specifies procedural detail for requesting explanations during inspections""}, {""start"": 19, ""end"": 35, ""label"": ""unassigned"", ""reason"": ""Provision incomplete, text cut off mid-sentence""}]",0.0,100.0,0.0,0.0,0.0,L2,10_p2
32023R1441__10_p3,32023R1441,32023R1441,articolo,10_p3,ok,"[{""testo"": ""(c) or Article 15 of Regulation (EU) 2022/2560, those explanations may be documented in any form."", ""layer"": ""L2"", ""motivo"": ""Specifies procedural detail on documentation format for explanations""}]","[{""start"": 1, ""end"": 16, ""label"": ""level_2"", ""reason"": ""Specifies procedural detail on documentation format for explanations""}]",0.0,100.0,0.0,0.0,0.0,L2,10_p3
32023R1441__10_p1,32023R1441,32023R1441,articolo,10_p1,ok,"[{""testo"": ""Article 10 Oral statements during inspections"", ""layer"": ""L2"", ""motivo"": ""Specifies that explanations during inspections may be documented in any form""}, {""testo"": """", ""layer"": ""L4"", ""motivo"": ""Requires providing documented explanations to undertaking after inspection""}]","[{""start"": 1, ""end"": 7, ""label"": ""level_2"", ""reason"": ""Specifies that explanations during inspections may be documented in any form""}, {""start"": 8, ""end"": 18, ""label"": ""level_4"", ""reason"": ""Requires providing documented explanations to undertaking after inspection""}]",0.0,38.89,0.0,61.11,0.4820430034223715,L4,10_p1
32023R1441__10_p4,32023R1441,32023R1441,articolo,10_p4,ok,"[{""testo"": ""2. A copy of any documentation made pursuant to paragraph 1 shall be made available to the undertaking or association of undertakings concerned after the inspection."", ""layer"": ""L4"", ""motivo"": ""Provision for making documentation available after inspection ensures compliance monitoring""}]","[{""start"": 1, ""end"": 26, ""label"": ""level_4"", ""reason"": ""Provision for making documentation available after inspection ensures compliance monitoring""}]",0.0,0.0,0.0,100.0,0.0,L4,10_p4
32023R1441__9,32023R1441,32023R1441,articolo,9,ok,"[{""testo"": ""Article 9 Interviews 1. Where the Commission interviews a person in accordance with Article 13(7) of Regulation (EU) 2022/2560, the Commission shall, at the beginning of the interview, state the le..."", ""layer"": ""L2"", ""motivo"": ""Specifies procedural requirements for conducting interviews""}, {""testo"": ""2. An interview conducted pursuant to Article 13(7) of Regulation (EU) 2022/2560 may be documented in any form. 3."", ""layer"": ""L2"", ""motivo"": ""Details form and documentation of interviews""}, {""testo"": ""A copy of the documented form of the interview shall be made available to the person interviewed for comments within a time limit set by the Commission."", ""layer"": ""L2"", ""motivo"": ""Sets time limit and process for comments on documented interviews""}]","[{""start"": 1, ""end"": 49, ""label"": ""level_2"", ""reason"": ""Specifies procedural requirements for conducting interviews""}, {""start"": 50, ""end"": 68, ""label"": ""level_2"", ""reason"": ""Details form and documentation of interviews""}, {""start"": 69, ""end"": 95, ""label"": ""level_2"", ""reason"": ""Sets time limit and process for comments on documented interviews""}]",0.0,100.0,0.0,0.0,0.0,L2,9
32023R1441__10_p5,32023R1441,32023R1441,articolo,10_p5,ok,"[{""testo"": ""3. Where a member of staff of an undertaking or association of undertakings who is not or was not authorised by the undertaking or by the association of undertakings to provide explanations on beha..."", ""layer"": ""L2"", ""motivo"": ""Specifies procedural time limit and process for submitting changes to explanations""}]","[{""start"": 1, ""end"": 90, ""label"": ""level_2"", ""reason"": ""Specifies procedural time limit and process for submitting changes to explanations""}]",0.0,100.0,0.0,0.0,0.0,L2,10_p5
32023R1441__11_p1,32023R1441,32023R1441,articolo,11_p1,ok,"[{""testo"": ""Article 11 Information from the contracting authorities and contracting entities in charge of public procurement"", ""layer"": ""L1"", ""motivo"": ""Defines institutional role and obligation of contracting authorities/entities""}]","[{""start"": 1, ""end"": 15, ""label"": ""level_1"", ""reason"": ""Defines institutional role and obligation of contracting authorities/entities""}]",100.0,0.0,0.0,0.0,0.0,L1,11_p1
32023R1441__12_p1,32023R1441,32023R1441,articolo,12_p1,ok,"[{""testo"": ""Article 12 Submission of information on unduly advantageous tender"", ""layer"": ""L2"", ""motivo"": ""Specifies submission requirements, time limits, and format for justifications""}]","[{""start"": 1, ""end"": 35, ""label"": ""level_2"", ""reason"": ""Specifies submission requirements, time limits, and format for justifications""}]",0.0,100.0,0.0,0.0,0.0,L2,12_p1
32023R1441__12_p3,32023R1441,32023R1441,articolo,12_p3,ok,"[{""testo"": ""2. Where the notifying parties decide to make use of the possibility to submit justifications, they shall accompany this submission with all the related supporting documents listed in the form set ..."", ""layer"": ""L2"", ""motivo"": ""Specifies procedural requirement to accompany submission with supporting documents""}]","[{""start"": 1, ""end"": 41, ""label"": ""level_2"", ""reason"": ""Specifies procedural requirement to accompany submission with supporting documents""}]",0.0,100.0,0.0,0.0,0.0,L2,12_p3
32023R1441__11_p3,32023R1441,32023R1441,articolo,11_p3,ok,"[{""testo"": ""2. The relevant contracting authority or contracting entity shall transfer to the Commission with the notification the copies of the documents used in the preparation of the procurement documents, ..."", ""layer"": ""L2"", ""motivo"": ""Specifies procedural requirement to transfer documents with notification""}, {""testo"": ""Where the notifying parties submit information under Section 4 of Annex II, the relevant contracting authority or contracting entity shall also forward the copies of all of the submitted tenders re..."", ""layer"": ""L2"", ""motivo"": ""Details timing and conditions for transferring tender copies""}, {""testo"": ""Where the relevant contracting authority or contracting entity does not or is not able to transfer to the Commission the copies of all the documents relevant for the investigation, the Commission s..."", ""layer"": ""L4"", ""motivo"": ""Commission requests transfer of specific documents for investigation""}]","[{""start"": 1, ""end"": 63, ""label"": ""level_2"", ""reason"": ""Specifies procedural requirement to transfer documents with notification""}, {""start"": 64, ""end"": 133, ""label"": ""level_2"", ""reason"": ""Details timing and conditions for transferring tender copies""}, {""start"": 134, ""end"": 180, ""label"": ""level_4"", ""reason"": ""Commission requests transfer of specific documents for investigation""}]",0.0,73.89,0.0,26.11,0.41420087610891587,L2,11_p3
32023R1441__11_p2,32023R1441,32023R1441,articolo,11_p2,ok,"[{""testo"": ""1. The obligation of the Member States pursuant to Article 13(5) of Regulation (EU) 2022/2560 to provide the"", ""layer"": ""L1"", ""motivo"": ""Defines obligation of Member States to provide necessary information""}, {""testo"": ""Commission, upon its request with all necessary information to carry out investigations under Regulation (EU) 2022/2560 extends, in particular, to the contracting authorities and contracting entiti..."", ""layer"": ""L1"", ""motivo"": ""Extends obligation to contracting authorities and entities with relevant information""}]","[{""start"": 1, ""end"": 18, ""label"": ""level_1"", ""reason"": ""Defines obligation of Member States to provide necessary information""}, {""start"": 19, ""end"": 57, ""label"": ""level_1"", ""reason"": ""Extends obligation to contracting authorities and entities with relevant information""}]",100.0,0.0,0.0,0.0,0.0,L1,11_p2
32023R1441__12_p2,32023R1441,32023R1441,articolo,12_p2,ok,"[{""testo"": ""1. To the extent not already provided by the notifying parties in their notification submitted pursuant to Article 29 of Regulation (EU) 2022/2560, justifications and related supporting documents l..."", ""layer"": ""L2"", ""motivo"": ""Specifies procedural rules and format for submitting justifications and documents""}]","[{""start"": 1, ""end"": 74, ""label"": ""level_2"", ""reason"": ""Specifies procedural rules and format for submitting justifications and documents""}]",0.0,100.0,0.0,0.0,0.0,L2,12_p2
32023R1441__12_p4,32023R1441,32023R1441,articolo,12_p4,ok,"[{""testo"": ""3. When providing supporting documents, the undertaking under investigation shall identify any information that it considers to be confidential, shall duly justify such confidentiality claim, and s..."", ""layer"": ""L2"", ""motivo"": ""Specifies procedural requirements for confidentiality claims and document submission""}]","[{""start"": 1, ""end"": 32, ""label"": ""level_2"", ""reason"": ""Specifies procedural requirements for confidentiality claims and document submission""}]",0.0,100.0,0.0,0.0,0.0,L2,12_p4
32023R1441__13_p2,32023R1441,32023R1441,articolo,13_p2,ok,"[{""testo"": ""1. With respect to concentrations notified to the Commission pursuant to Article 21 of Regulation (EU) 2022/2560, commitments offered for the purposes of a decision to be adopted pursuant to Articl..."", ""layer"": ""L2"", ""motivo"": ""Specifies time limits and conditions for submission of commitments""}]","[{""start"": 1, ""end"": 35, ""label"": ""level_2"", ""reason"": ""Specifies time limits and conditions for submission of commitments""}]",0.0,100.0,0.0,0.0,0.0,L2,13_p2
32023R1441__13_p1,32023R1441,32023R1441,articolo,13_p1,ok,"[{""testo"": ""Article 13 Time limits for the submission of commitments under notified concentrations"", ""layer"": ""L2"", ""motivo"": ""Specifies detailed time limits for submitting commitments under notified concentrations""}]","[{""start"": 1, ""end"": 35, ""label"": ""level_2"", ""reason"": ""Specifies detailed time limits for submitting commitments under notified concentrations""}]",0.0,100.0,0.0,0.0,0.0,L2,13_p1
32023R1441__13_p3,32023R1441,32023R1441,articolo,13_p3,ok,"[{""testo"": ""(a) of Regulation (EU) 2022/2560 shall be submitted to the Commission at the latest 65 working days from the date on which the in-depth investigation was initiated pursuant to Article 25(2) of Regu..."", ""layer"": ""L2"", ""motivo"": ""Specifies detailed time limit for submission of commitments""}]","[{""start"": 1, ""end"": 35, ""label"": ""level_2"", ""reason"": ""Specifies detailed time limit for submission of commitments""}]",0.0,100.0,0.0,0.0,0.0,L2,13_p3
32023R1441__13_p4,32023R1441,32023R1441,articolo,13_p4,ok,"[{""testo"": ""2. Where, pursuant to Article 24(4) of Regulation (EU) 2022/2560 the time limit for the adoption of a decision pursuant to Article 25(3) of Regulation (EU) 2022/2560 is extended, the time limit of ..."", ""layer"": ""L2"", ""motivo"": ""Specifies procedural rule for automatic extension of time limit for commitments""}]","[{""start"": 1, ""end"": 52, ""label"": ""level_2"", ""reason"": ""Specifies procedural rule for automatic extension of time limit for commitments""}]",0.0,100.0,0.0,0.0,0.0,L2,13_p4
32023R1441__13_p5,32023R1441,32023R1441,articolo,13_p5,ok,"[{""testo"": ""3. In exceptional circumstances, the Commission may consider commitments even though they have been offered after the expiry of the relevant time limit for their submission set out in this Article."", ""layer"": ""L2"", ""motivo"": ""Specifies conditions for considering late commitments""}, {""testo"": ""In deciding whether to consider commitments offered in such circumstances, the Commission shall have particular regard to the need to comply with the committee procedure referred to in Article 48(2..."", ""layer"": ""L2"", ""motivo"": ""Details criteria for decision-making on late commitments""}]","[{""start"": 1, ""end"": 31, ""label"": ""level_2"", ""reason"": ""Specifies conditions for considering late commitments""}, {""start"": 32, ""end"": 62, ""label"": ""level_2"", ""reason"": ""Details criteria for decision-making on late commitments""}]",0.0,100.0,0.0,0.0,0.0,L2,13_p5
32023R1441__14_p3,32023R1441,32023R1441,articolo,14_p3,ok,"[{""testo"": ""2. In exceptional circumstances, the Commission may consider commitments offered after the expiry of the time limit laid down in paragraph"", ""layer"": ""L2"", ""motivo"": ""Specifies conditions for considering late commitments in investigations""}]","[{""start"": 1, ""end"": 21, ""label"": ""level_2"", ""reason"": ""Specifies conditions for considering late commitments in investigations""}]",0.0,100.0,0.0,0.0,0.0,L2,14_p3
32023R1441__14_p1,32023R1441,32023R1441,articolo,14_p1,ok,"[{""testo"": ""Article 14 Time limits for the submission of commitments in investigations in the context of public procurement procedures"", ""layer"": ""L2"", ""motivo"": ""Specifies time limits and procedural details for submitting commitments""}]","[{""start"": 1, ""end"": 18, ""label"": ""level_2"", ""reason"": ""Specifies time limits and procedural details for submitting commitments""}]",0.0,100.0,0.0,0.0,0.0,L2,14_p1
32023R1441__14_p4,32023R1441,32023R1441,articolo,14_p4,ok,"[{""testo"": ""1. In deciding whether to consider commitments offered in such circumstances, the Commission shall have particular regard to the need to comply with the committee procedure referred to in Article 4..."", ""layer"": ""L2"", ""motivo"": ""Specifies conditions for considering late commitments in procedure""}]","[{""start"": 1, ""end"": 35, ""label"": ""level_2"", ""reason"": ""Specifies conditions for considering late commitments in procedure""}]",0.0,100.0,0.0,0.0,0.0,L2,14_p4
32023R1441__14_p2,32023R1441,32023R1441,articolo,14_p2,ok,"[{""testo"": ""1. With respect to foreign financial contributions notified to the Commission in the context of public procurement procedures pursuant to Article 29(1) of Regulation (EU) 2022/2560, commitments off..."", ""layer"": ""L2"", ""motivo"": ""Specifies time limit and procedural detail for submitting commitments""}, {""testo"": ""Depending on their scope, and after consultation with the contracting authority or contracting entity, the commitments received by the Commission may be considered to constitute a duly justified ex..."", ""layer"": ""L2"", ""motivo"": ""Details conditions for extending time limit for decision adoption""}]","[{""start"": 1, ""end"": 64, ""label"": ""level_2"", ""reason"": ""Specifies time limit and procedural detail for submitting commitments""}, {""start"": 65, ""end"": 118, ""label"": ""level_2"", ""reason"": ""Details conditions for extending time limit for decision adoption""}]",0.0,100.0,0.0,0.0,0.0,L2,14_p2
32023R1441__15_p2,32023R1441,32023R1441,articolo,15_p2,ok,"[{""testo"": ""1. The commitments offered by the undertaking under investigation shall be submitted to the Commission in accordance with Article 25 for a decision under Article 25(3), point"", ""layer"": ""L2"", ""motivo"": ""Specifies procedural requirements for submission of commitments""}]","[{""start"": 1, ""end"": 35, ""label"": ""level_2"", ""reason"": ""Specifies procedural requirements for submission of commitments""}]",0.0,100.0,0.0,0.0,0.0,L2,15_p2
32023R1441__15_p1,32023R1441,32023R1441,articolo,15_p1,ok,"[{""testo"": ""Article 15 Procedure for the submission of commitments"", ""layer"": ""L2"", ""motivo"": ""Specifies procedural rules for submitting commitments to the Commission""}]","[{""start"": 1, ""end"": 35, ""label"": ""level_2"", ""reason"": ""Specifies procedural rules for submitting commitments to the Commission""}]",0.0,100.0,0.0,0.0,0.0,L2,15_p1
32023R1441__15_p3,32023R1441,32023R1441,articolo,15_p3,ok,"[{""testo"": ""(a) of Regulation (EU) 2022/2560 or Article 26 for a decision under Article 31(1) of Regulation (EU) 2022/2560."", ""layer"": ""L1"", ""motivo"": ""Defines general obligation for submission of commitments under specified articles""}]","[{""start"": 1, ""end"": 18, ""label"": ""level_1"", ""reason"": ""Defines general obligation for submission of commitments under specified articles""}]",100.0,0.0,0.0,0.0,0.0,L1,15_p3
32023R1441__15_p4,32023R1441,32023R1441,articolo,15_p4,ok,"[{""testo"": ""2. When offering commitments, the undertaking under investigation shall at the same time identify any information which it considers to be confidential, shall duly justify such confidentiality clai..."", ""layer"": ""L2"", ""motivo"": ""Specifies procedural requirements for confidentiality claims and submission of versions""}]","[{""start"": 1, ""end"": 35, ""label"": ""level_2"", ""reason"": ""Specifies procedural requirements for confidentiality claims and submission of versions""}]",0.0,100.0,0.0,0.0,0.0,L2,15_p4
32023R1441__15_p5,32023R1441,32023R1441,articolo,15_p5,ok,"[{""testo"": ""3. In proceedings under Chapters 3 and 4 of Regulation (EU) 2022/2560, commitments shall be signed by the notifying parties, as well as by any other persons involved on whom the commitments impose ..."", ""layer"": ""L2"", ""motivo"": ""Specifies procedural requirement for signing commitments by parties involved""}]","[{""start"": 1, ""end"": 35, ""label"": ""level_2"", ""reason"": ""Specifies procedural requirement for signing commitments by parties involved""}]",0.0,100.0,0.0,0.0,0.0,L2,15_p5
32023R1441__16_p1,32023R1441,32023R1441,articolo,16_p1,ok,"[{""testo"": ""Article 16 Transparency and reporting Where appropriate, the Commission may, by decision made following an in-depth investigation pursuant to Article 11 of Regulation (EU) 2022/2560, impose transpa..."", ""layer"": ""L2"", ""motivo"": ""Specifies procedural details for imposing transparency and reporting obligations""}]","[{""start"": 1, ""end"": 41, ""label"": ""level_2"", ""reason"": ""Specifies procedural details for imposing transparency and reporting obligations""}]",0.0,100.0,0.0,0.0,0.0,L2,16_p1
32023R1441__16_p2,32023R1441,32023R1441,articolo,16_p2,ok,"[{""testo"": ""(a) foreign financial contributions received during a specified period of time starting on the day following the date of adoption of the decision imposing that obligation;"", ""layer"": ""L2"", ""motivo"": ""Specifies detailed content of reporting obligations for foreign financial contributions""}]","[{""start"": 1, ""end"": 26, ""label"": ""level_2"", ""reason"": ""Specifies detailed content of reporting obligations for foreign financial contributions""}]",0.0,100.0,0.0,0.0,0.0,L2,16_p2
32023R1441__16_p3,32023R1441,32023R1441,articolo,16_p3,ok,"[{""testo"": ""(b) the participation in concentrations or public procurement procedures (where the undertaking under investigation submits a tender in an open procedure or a request to participate in a multi-stag..."", ""layer"": ""L1"", ""motivo"": ""Defines scope of transparency obligations and participation in procedures""}]","[{""start"": 1, ""end"": 53, ""label"": ""level_1"", ""reason"": ""Defines scope of transparency obligations and participation in procedures""}]",100.0,0.0,0.0,0.0,0.0,L1,16_p3
32023R1441__16_p4,32023R1441,32023R1441,articolo,16_p4,ok,"[{""testo"": ""(c) the implementation of a decision with commitments adopted pursuant to Article 11(3), Article 25(3), point"", ""layer"": ""L1"", ""motivo"": ""Defines core policy choices on transparency and reporting obligations""}]","[{""start"": 1, ""end"": 16, ""label"": ""level_1"", ""reason"": ""Defines core policy choices on transparency and reporting obligations""}]",100.0,0.0,0.0,0.0,0.0,L1,16_p4
32023R1441__16_p6,32023R1441,32023R1441,articolo,16_p6,ok,"[{""testo"": ""(c) of Regulation (EU) 2022/2560, or of a decision prohibiting the award of the contract adopted pursuant to Article 31(2) of"", ""layer"": ""L1"", ""motivo"": ""Defines scope of transparency and reporting obligations in decisions""}]","[{""start"": 1, ""end"": 21, ""label"": ""level_1"", ""reason"": ""Defines scope of transparency and reporting obligations in decisions""}]",100.0,0.0,0.0,0.0,0.0,L1,16_p6
32023R1441__17_p1,32023R1441,32023R1441,articolo,17_p1,ok,"[{""testo"": ""Article 17 Submission of observations"", ""layer"": ""L2"", ""motivo"": ""Specifies time limit and procedure for submitting observations""}, {""testo"": """", ""layer"": ""L2"", ""motivo"": ""Details submission format and requirements for observations""}]","[{""start"": 1, ""end"": 18, ""label"": ""level_2"", ""reason"": ""Specifies time limit and procedure for submitting observations""}, {""start"": 19, ""end"": 35, ""label"": ""level_2"", ""reason"": ""Details submission format and requirements for observations""}]",0.0,100.0,0.0,0.0,0.0,L2,17_p1
32023R1441__17_p2,32023R1441,32023R1441,articolo,17_p2,ok,"[{""testo"": ""1. When the Commission, pursuant to Article 42(1) of Regulation (EU) 2022/2560, informs the undertaking under investigation of the grounds on which it intends to adopt its decision, the Commission ..."", ""layer"": ""L2"", ""motivo"": ""Specifies procedural rule and time limit for submitting observations""}, {""testo"": ""shall not be obliged to take account of written submissions received after the expiry of that time limit."", ""layer"": ""L2"", ""motivo"": ""Details procedural consequence for late submissions""}]","[{""start"": 1, ""end"": 54, ""label"": ""level_2"", ""reason"": ""Specifies procedural rule and time limit for submitting observations""}, {""start"": 55, ""end"": 72, ""label"": ""level_2"", ""reason"": ""Details procedural consequence for late submissions""}]",0.0,100.0,0.0,0.0,0.0,L2,17_p2
32023R1441__16_p5,32023R1441,32023R1441,articolo,16_p5,ok,"[{""testo"": ""(a) or Article 31(1) of Regulation (EU) 2022/2560, of a decision with redressive measures adopted pursuant to Article"", ""layer"": ""L1"", ""motivo"": ""Defines scope of decisions imposing redressive measures""}, {""testo"": ""11(2) of Regulation (EU) 2022/2560, of a decision prohibiting a concentration adopted pursuant to Article 25(3), point"", ""layer"": ""L1"", ""motivo"": ""Defines scope of decisions prohibiting concentrations""}]","[{""start"": 1, ""end"": 18, ""label"": ""level_1"", ""reason"": ""Defines scope of decisions imposing redressive measures""}, {""start"": 19, ""end"": 35, ""label"": ""level_1"", ""reason"": ""Defines scope of decisions prohibiting concentrations""}]",100.0,0.0,0.0,0.0,0.0,L1,16_p5
32023R1441__17_p3,32023R1441,32023R1441,articolo,17_p3,ok,"[{""testo"": ""2. The undertaking under investigation shall submit any observations in writing as well as any relevant documents attesting to the facts set out in those observations to"", ""layer"": ""L2"", ""motivo"": ""Specifies procedural requirement for submitting observations and documents""}, {""testo"": ""the Commission in accordance with Article 25 and Article"", ""layer"": ""L1"", ""motivo"": ""Refers to institutional roles and powers for submission under Articles 25 and 26""}]","[{""start"": 1, ""end"": 27, ""label"": ""level_2"", ""reason"": ""Specifies procedural requirement for submitting observations and documents""}, {""start"": 28, ""end"": 36, ""label"": ""level_1"", ""reason"": ""Refers to institutional roles and powers for submission under Articles 25 and 26""}]",25.0,75.0,0.0,0.0,0.4056390607868714,L2,17_p3
32023R1441__18_p1,32023R1441,32023R1441,articolo,18_p1,ok,"[{""testo"": ""Article 18 Use of information by the Commission"", ""layer"": ""L1"", ""motivo"": ""Defines conditions for Commission's use of information, setting core rights and obligations""}]","[{""start"": 1, ""end"": 35, ""label"": ""level_1"", ""reason"": ""Defines conditions for Commission's use of information, setting core rights and obligations""}]",100.0,0.0,0.0,0.0,0.0,L1,18_p1
